term,best_rank,months_present,trend_ratio,first_month,last_month,is_category,reasons
little girl jewelry box,73790.0,4,,2025-09,2025-12,True,品类新入榜
bracelet box,73954.0,9,0.6673318925849714,2025-01,2025-12,True,品类季节spike
breast cancer awareness sweatshirt,74157.0,2,,2025-09,2025-10,False,裸场景词×优质词族
awareness,74379.0,6,0.9114910495738594,2025-06,2025-12,False,裸场景词×优质词族
ring pro,74415.0,12,0.6862990729855263,2025-01,2025-12,True,品类季节spike
mini urns for human ashes,74743.0,12,1.4817764511112226,2025-01,2025-12,False,裸场景词×优质词族
stanley charms,74794.0,11,1.2983399899082333,2025-01,2025-12,True,品类季节spike
purity ring,74796.0,12,1.6335393605009836,2025-01,2025-12,True,Phase5命中×品类
travel jewelry case small,74914.0,4,,2025-09,2025-12,True,品类新入榜
heart rings for women,74928.0,6,2.014352832399772,2025-01,2025-12,True,品类季节spike
name necklace for girls,75037.0,2,,2025-11,2025-12,True,品类新入榜
anointing oil for prayer,75052.0,12,1.3514960229374768,2025-01,2025-12,False,裸场景词×优质词族
napkin rings set of 6,75641.0,7,0.6588975024455339,2025-01,2025-12,True,品类季节spike
firefighter,75687.0,12,0.7374733915119905,2025-01,2025-12,False,裸场景词×优质词族
hoop earrings for girls,76016.0,6,0.6792779196656605,2025-04,2025-12,True,品类季节spike
prayer book,76271.0,12,1.1455398064844677,2025-01,2025-12,False,裸场景词×优质词族
friendship bracelet making kit,76331.0,7,0.6123424644377808,2025-01,2025-12,True,Phase5命中×品类；Phase5命中×趋势向好；品类季节spike
cancer awareness items,76604.0,2,,2025-09,2025-10,False,裸场景词×优质词族
domestic violence awareness shirt,76604.0,1,,2025-10,2025-10,False,裸场景词×优质词族
charm bracelets for girls,76674.0,2,,2025-11,2025-12,True,品类新入榜
gold engagement rings for women,76700.0,12,1.4801185974345767,2025-01,2025-12,True,Phase5命中×品类
taylor swift friendship bracelets,76707.0,2,,2025-09,2025-10,True,Phase5命中×品类
ring tightener,76871.0,11,0.4416917639242126,2025-01,2025-12,True,品类季节spike
cooper bracelet for women,76879.0,9,0.5381627432112094,2025-04,2025-12,True,品类新入榜
muslim prayer rug,76945.0,2,,2025-02,2025-03,False,裸场景词×优质词族
taylor swift engagement ring,77098.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
prayer journal for men,77552.0,9,1.0347751578813749,2025-01,2025-12,False,裸场景词×优质词族
wrestling ring,77661.0,2,,2025-11,2025-12,True,品类新入榜
initial bracelets for women,77726.0,9,0.9044998720305265,2025-01,2025-12,True,品类季节spike
christmas earrings for girls,78160.0,2,,2025-11,2025-12,True,品类新入榜
earring gift box,78179.0,2,,2025-11,2025-12,True,品类新入榜
prayer shawl,78213.0,9,0.5218015881916297,2025-01,2025-12,False,Phase5命中×趋势向好；裸场景词×优质词族
ring resizer,78698.0,12,0.5347855923504024,2025-01,2025-12,True,品类季节spike
make it real purr-fect wash 'n bead bracelets,79177.0,3,,2025-10,2025-12,True,品类新入榜
gold earrings dangle,79250.0,4,,2025-09,2025-12,True,品类新入榜
hand chain bracelet gold,79388.0,7,1.9938454912272747,2025-06,2025-12,True,品类新入榜
birthstones chart,79669.0,2,,2025-11,2025-12,True,品类新入榜
the seven rings,79761.0,2,,2025-11,2025-12,True,品类新入榜
cat ring holder,79966.0,2,,2025-11,2025-12,True,品类新入榜
star of david necklace,80131.0,4,,2025-09,2025-12,True,品类新入榜
birthstone jewelry,80361.0,2,,2025-11,2025-12,True,品类新入榜
musical jewelry box for girls,80486.0,3,,2025-10,2025-12,True,品类新入榜
emerald cut engagement ring,80500.0,12,1.4750747636503956,2025-01,2025-12,True,Phase5命中×品类
kids bracelet making kit,80835.0,6,0.46864737165497805,2025-06,2025-12,True,品类季节spike
inserts for rings that are too big,80856.0,3,,2025-10,2025-12,True,品类新入榜
usa faith wear,81115.0,2,,2025-11,2025-12,False,裸场景词×优质词族
baptism dress for women,81164.0,10,0.9512853799285531,2025-01,2025-10,False,裸场景词×优质词族
morse code bracelets,81218.0,6,0.9705735803671144,2025-01,2025-12,True,品类季节spike
925 sterling silver bracelet,81236.0,5,,2025-08,2025-12,True,品类新入榜
walker ear protection,81243.0,6,0.44188668459274627,2025-02,2025-12,False,Phase5命中×趋势向好
prayer quilt with cross inside,81469.0,10,1.1765980938704454,2025-01,2025-12,False,裸场景词×优质词族
cool maker stack'd heishi bracelet studio,81654.0,3,,2025-10,2025-12,True,品类新入榜
black stud earrings,81672.0,11,0.6373985290436399,2025-01,2025-12,True,品类季节spike
purity coffee beans,81769.0,2,,2025-10,2025-12,False,裸场景词×优质词族
christmas tree earrings for women,81806.0,2,,2025-11,2025-12,True,品类新入榜
pandora charms gold,82057.0,6,0.7483624044512581,2025-01,2025-12,True,品类季节spike
firefighter accessories,82669.0,12,1.2172349145448205,2025-01,2025-12,False,裸场景词×优质词族
friendship ornaments for women friends,82711.0,2,,2025-11,2025-12,False,裸场景词×优质词族
long distance,83634.0,5,,2025-01,2025-12,False,裸场景词×优质词族
diary of an 8 bit warrior,83745.0,12,0.6312541235979767,2025-01,2025-12,False,Phase5命中×趋势向好
small urns for human ashes,83792.0,12,0.7876806915599556,2025-01,2025-12,False,裸场景词×优质词族
earrings for teen girls,83899.0,2,,2025-11,2025-12,True,品类新入榜
firefighter suspenders,84211.0,1,,2025-10,2025-10,False,裸场景词×优质词族
stranger things jewelry,84275.0,1,,2025-12,2025-12,True,品类新入榜
hair tie bracelets,84357.0,2,,2025-11,2025-12,True,品类新入榜
wwe ring playset,84500.0,6,0.6264426368247705,2025-02,2025-12,True,品类季节spike
anxiety rings,84721.0,12,0.9902134107841899,2025-01,2025-12,True,Phase5命中×品类
divorce sistas,84843.0,2,,2025-06,2025-07,False,裸场景词×优质词族
light up necklace,85090.0,3,,2025-10,2025-12,True,品类新入榜
mens breast cancer awareness shirt,85334.0,1,,2025-10,2025-10,False,裸场景词×优质词族
her saint,85335.0,4,,2025-01,2025-04,False,裸场景词×优质词族
on a wing and a prayer movie,85338.0,9,1.5247017290146956,2025-01,2025-09,False,裸场景词×优质词族
police officer costume women,85639.0,1,,2025-10,2025-10,False,裸场景词×优质词族
matching couples christmas pajamas,85841.0,2,,2025-11,2025-12,False,裸场景词×优质词族
necklace sets for women,85858.0,10,0.5549526747343722,2025-03,2025-12,True,品类季节spike
rosary in a year prayer guide ascension press,85883.0,2,,2025-01,2025-02,False,裸场景词×优质词族
mother daughter jewelry,86437.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
new years earrings for women,86544.0,1,,2025-12,2025-12,True,品类新入榜
gld chains men,86668.0,6,0.6959912722545902,2025-07,2025-12,True,品类新入榜
matching couple outfits,87141.0,7,1.0235554783213137,2025-03,2025-09,False,裸场景词×优质词族
opal jewelry,87213.0,4,,2025-09,2025-12,True,品类新入榜
granddaughter necklace,87308.0,2,,2025-11,2025-12,True,品类新入榜
a prayer for owen meany by john irving,87371.0,9,0.963329887058146,2025-01,2025-12,False,裸场景词×优质词族
the ashes and the star cursed king,87620.0,9,1.4089498457736316,2025-01,2025-09,False,裸场景词×优质词族
faith over fear,87880.0,10,0.8205657539292731,2025-01,2025-12,False,裸场景词×优质词族
boys bracelets,88054.0,2,,2025-11,2025-12,True,品类新入榜
hair jewelry for girls,88131.0,3,,2025-10,2025-12,True,品类新入榜
divorced sisters,88301.0,2,,2025-06,2025-07,False,裸场景词×优质词族
breast cancer awareness shirts,88472.0,2,,2025-09,2025-10,False,裸场景词×优质词族
christmas earrings studs,88555.0,2,,2025-11,2025-12,True,品类新入榜
christmas earrings bulk,88737.0,2,,2025-11,2025-12,True,品类新入榜
white gold necklace,88855.0,4,,2025-09,2025-12,True,品类新入榜
police officer costume for women,88877.0,1,,2025-10,2025-10,False,裸场景词×优质词族
snowman earrings,88993.0,2,,2025-11,2025-12,True,品类新入榜
wwe money in the bank ring,89053.0,3,,2025-10,2025-12,True,品类新入榜
sister necklace,89083.0,1,,2025-12,2025-12,True,品类新入榜
womens firefighter costume,89240.0,1,,2025-10,2025-10,False,裸场景词×优质词族
divorce sisters,89240.0,3,,2025-06,2025-08,False,裸场景词×优质词族
anxiety pen,89369.0,8,0.6725649993969572,2025-01,2025-11,False,Phase5命中×趋势向好
pink christmas earrings,89419.0,2,,2025-11,2025-12,True,品类新入榜
wicked jewelry,89454.0,2,,2025-11,2025-12,True,品类新入榜
mother daughter journal,89569.0,7,1.3043352107868238,2025-01,2025-12,False,裸场景词×优质词族
gold choker necklaces for women,89870.0,5,,2025-08,2025-12,True,品类新入榜
rings of fate,90093.0,1,,2025-12,2025-12,True,品类新入榜
up faith and family,90513.0,9,1.1198466286607636,2025-01,2025-12,False,裸场景词×优质词族
suicide prevention awareness shirt,90576.0,1,,2025-09,2025-09,False,裸场景词×优质词族
witches knot ring,90662.0,1,,2025-12,2025-12,True,品类新入榜
napkin rings set of 8,90741.0,2,,2025-11,2025-12,True,品类新入榜
kids firefighter costume,90902.0,1,,2025-10,2025-10,False,裸场景词×优质词族
fahlo bracelet,90942.0,2,,2025-11,2025-12,True,品类新入榜
kendra scott necklaces,91091.0,4,,2025-09,2025-12,True,品类新入榜
necklace box gift,91611.0,2,,2025-11,2025-12,True,品类新入榜
myself yves saint laurent men,91827.0,7,0.7745220331079505,2025-05,2025-12,False,裸场景词×优质词族
kendra scott elisa pendant necklace,92154.0,2,,2025-11,2025-12,True,品类新入榜
girls' charm bracelets,92549.0,2,,2025-11,2025-12,True,品类新入榜
snowflake necklace for women,92660.0,2,,2025-11,2025-12,True,品类新入榜
boys police officer costume,92843.0,1,,2025-10,2025-10,False,裸场景词×优质词族
the case for faith,92877.0,1,,2025-09,2025-09,False,裸场景词×优质词族
vera or faith,93159.0,1,,2025-07,2025-07,False,裸场景词×优质词族
matching couple costumes,93362.0,1,,2025-10,2025-10,False,裸场景词×优质词族
chunky bracelets,93637.0,9,1.2115329148868959,2025-04,2025-12,True,品类新入榜
kindle charm,93721.0,7,1.2518526177920242,2025-06,2025-12,True,品类新入榜
vayro ring original magnetic wellness ring,93836.0,4,,2025-09,2025-12,True,品类新入榜
domestic violence awareness items,94032.0,2,,2025-09,2025-10,False,裸场景词×优质词族
women's body piercing jewelry,94133.0,4,,2025-09,2025-12,True,品类新入榜
necklaces for girls,94240.0,2,,2025-11,2025-12,True,品类新入榜
suicide awareness items,94423.0,1,,2025-09,2025-09,False,裸场景词×优质词族
grandson bracelet,94489.0,2,,2025-11,2025-12,True,品类新入榜
evil eye decor,94595.0,12,1.362803218784015,2025-01,2025-12,False,裸场景词×优质词族
sexy police officer costumes for women,95092.0,1,,2025-10,2025-10,False,裸场景词×优质词族
lynsie charm bookmark pen holder,95207.0,3,,2025-10,2025-12,True,品类新入榜
locket ring,95683.0,6,1.2845672028917525,2025-07,2025-12,True,品类新入榜
christmas bracelet,95838.0,2,,2025-11,2025-12,True,品类新入榜
baptism card,95994.0,11,0.6316434834942938,2025-01,2025-11,False,Phase5命中×趋势向好；裸场景词×优质词族
surviving an unwanted divorce,96098.0,1,,2025-11,2025-11,False,裸场景词×优质词族
heartland on up faith and family channel,96391.0,3,,2025-05,2025-07,False,裸场景词×优质词族
christmas slap bracelets,96502.0,2,,2025-11,2025-12,True,品类新入榜
christmas croc charms,96605.0,2,,2025-11,2025-12,True,品类新入榜
women's link bracelets,96754.0,5,,2025-08,2025-12,True,品类新入榜
hug ring for granddaughter,96770.0,3,,2025-10,2025-12,True,品类新入榜
mini jewelry travel pouch,96834.0,2,,2025-11,2025-12,True,品类新入榜
prayer jar,97105.0,3,,2025-01,2025-12,False,裸场景词×优质词族
the friendship bench,97156.0,1,,2025-02,2025-02,False,裸场景词×优质词族
morning recovery,97212.0,12,0.6591692338941738,2025-01,2025-12,False,Phase5命中×趋势向好
faith over fear sweatshirt,97242.0,1,,2025-01,2025-01,False,裸场景词×优质词族
mistletoe belly ring,97616.0,2,,2025-11,2025-12,True,品类新入榜
kids jewelry making kit,97662.0,2,,2025-11,2025-12,True,品类新入榜
necklace layering clasp,97931.0,5,,2025-08,2025-12,True,品类新入榜
ash necklace for human ashes,97960.0,11,1.7558595733289024,2025-01,2025-12,True,Phase5命中×品类
gold earrings studs,98045.0,6,0.8549330666945244,2025-07,2025-12,True,品类新入榜
boot cuffs,98047.0,3,,2025-10,2025-12,True,品类新入榜
toddler jewelry box,98081.0,2,,2025-11,2025-12,True,品类新入榜
totwoo couple bracelet long distance,98081.0,8,1.0369889725658956,2025-01,2025-12,True,Phase5命中×品类
saint patricks day shirt men,98224.0,1,,2025-03,2025-03,False,裸场景词×优质词族
bow necklace gold,98284.0,2,,2025-11,2025-12,True,品类新入榜
christmas pins and brooches,98338.0,2,,2025-11,2025-12,True,品类新入榜
zox bracelets,98882.0,1,,2025-12,2025-12,True,品类新入榜
ring stopper for loose rings,98962.0,3,,2025-10,2025-12,True,品类新入榜
st christopher necklace,98995.0,5,,2025-08,2025-12,True,品类新入榜
hidden helix jewelry,99028.0,6,1.0485453831726785,2025-07,2025-12,True,品类新入榜
gorjana jewelry,99236.0,2,,2025-11,2025-12,True,品类新入榜
urns for ashes,99296.0,11,1.1920676402767103,2025-01,2025-11,False,裸场景词×优质词族
huggie hoop earrings,99715.0,6,0.5985215565000248,2025-07,2025-12,True,品类新入榜
cooper bracelet for man,99989.0,5,,2025-08,2025-12,True,品类新入榜
chain necklaces for women,100021.0,5,,2025-08,2025-12,True,品类新入榜
guardian angel light,100209.0,11,0.6372573143285821,2025-01,2025-12,False,Phase5命中×趋势向好
athan clock for prayer with sound,100284.0,3,,2025-01,2025-03,False,裸场景词×优质词族
jewelry pack,100488.0,5,,2025-08,2025-12,True,品类新入榜
coach charm,100691.0,1,,2025-12,2025-12,True,品类新入榜
firefighter helmet,100973.0,1,,2025-10,2025-10,False,裸场景词×优质词族
urn for ashes,100974.0,12,1.2487307032590051,2025-01,2025-12,False,裸场景词×优质词族
candy cane earrings for women,101171.0,1,,2025-12,2025-12,True,品类新入榜
purse chain charm,101448.0,4,,2025-09,2025-12,True,品类新入榜
fur cuffs for arms,101708.0,2,,2025-11,2025-12,True,品类新入榜
the dangers of a shallow faith,101714.0,1,,2025-09,2025-09,False,裸场景词×优质词族
little girls jewelry box,101862.0,2,,2025-11,2025-12,True,品类新入榜
autism awareness bracelet,101917.0,2,,2025-03,2025-04,True,Phase5命中×品类
pandora graduation charm 2025,102061.0,1,,2025-05,2025-05,True,Phase5命中×品类
gold bow necklace,102156.0,2,,2025-11,2025-12,True,品类新入榜
purity face wash,102259.0,12,1.2024915101531637,2025-01,2025-12,False,裸场景词×优质词族
graduation jewelry,102680.0,2,,2025-04,2025-05,True,Phase5命中×品类
gold beaded bracelets,103062.0,9,0.6538982813211979,2025-04,2025-12,True,品类新入榜
stacking rings baby toy,103233.0,4,,2025-09,2025-12,True,品类新入榜
kendra scott volleyball necklace,103344.0,2,,2025-11,2025-12,True,品类新入榜
orthodox prayer book,103482.0,12,0.8046859780311999,2025-01,2025-12,False,裸场景词×优质词族
friendship ornament,103791.0,1,,2025-12,2025-12,False,裸场景词×优质词族
dainty earrings,103821.0,6,1.1173883823004738,2025-07,2025-12,True,品类新入榜
girls rings,103940.0,2,,2025-11,2025-12,True,品类新入榜
ours ring gen 4 cover,104004.0,2,,2025-11,2025-12,True,品类新入榜
emo bracelets,104393.0,8,0.8667698031198777,2025-05,2025-12,True,品类新入榜
divorce insurance kdrama,104517.0,1,,2025-04,2025-04,False,裸场景词×优质词族
daughter bracelet,104732.0,1,,2025-12,2025-12,True,品类新入榜
friendship lamps,104794.0,2,,2025-11,2025-12,False,裸场景词×优质词族
new years eve earrings,104994.0,1,,2025-12,2025-12,True,品类新入榜
cat earrings for women,105445.0,2,,2025-11,2025-12,True,品类新入榜
firefighter costume adult,105627.0,1,,2025-10,2025-10,False,裸场景词×优质词族
christmas necklace lights,106142.0,1,,2025-12,2025-12,True,品类新入榜
backless earrings,106284.0,2,,2025-11,2025-12,True,品类新入榜
baby boy baptism outfit,106443.0,10,0.9905521442769655,2025-01,2025-10,False,裸场景词×优质词族
book of common prayer,106557.0,12,1.115448003818547,2025-01,2025-12,False,裸场景词×优质词族
prayer box,107307.0,12,0.9748132071689741,2025-01,2025-12,False,裸场景词×优质词族
mini embroidery hoops,107363.0,2,,2025-11,2025-12,True,品类新入榜
matching couple bracelets,107570.0,4,,2025-01,2025-12,True,Phase5命中×品类
saint patricks day hat,107658.0,1,,2025-03,2025-03,False,裸场景词×优质词族
real gold earrings,107868.0,5,,2025-08,2025-12,True,品类新入榜
necklace for ashes of loved one,107897.0,10,1.7219850586979724,2025-01,2025-10,True,Phase5命中×品类
faith of angels movie 2024,107954.0,3,,2025-03,2025-06,False,裸场景词×优质词族
gold plated bracelet,108030.0,5,,2025-08,2025-12,True,品类新入榜
christmas stud earrings,108414.0,2,,2025-11,2025-12,True,品类新入榜
bracelet kit for kids ages 8-12,108670.0,2,,2025-11,2025-12,True,品类新入榜
cremation necklace for ashes,108776.0,7,1.363845857354907,2025-01,2025-07,True,Phase5命中×品类
firefighter shirt,108885.0,1,,2025-10,2025-10,False,裸场景词×优质词族
montana silversmith jewelry,108997.0,1,,2025-12,2025-12,True,品类新入榜
paperclip necklace,109139.0,8,0.8812218908175364,2025-05,2025-12,True,品类新入榜
a question of faith,109211.0,2,,2025-01,2025-02,False,裸场景词×优质词族
jewelry jar,109213.0,2,,2025-11,2025-12,True,品类新入榜
hope rings for granddaughter,109272.0,3,,2025-10,2025-12,True,品类新入榜
lip gloss charms,109492.0,2,,2025-11,2025-12,True,品类新入榜
gold stackable rings,109531.0,5,,2025-08,2025-12,True,品类新入榜
black bracelet,109757.0,9,0.9694940165950882,2025-04,2025-12,True,品类新入榜
evil eye anklet,109857.0,4,,2025-05,2025-08,True,Phase5命中×品类
alzheimers awareness shirts,109923.0,2,,2025-09,2025-10,False,裸场景词×优质词族
down syndrome awareness,110139.0,1,,2025-03,2025-03,False,裸场景词×优质词族
christmas necklaces bulk,110175.0,2,,2025-11,2025-12,True,品类新入榜
prayer journal for teen girls,110175.0,1,,2025-12,2025-12,False,裸场景词×优质词族
silver cleaner jewelry,110181.0,8,0.825637755855074,2025-05,2025-12,True,品类新入榜
lip balm ring,110279.0,4,,2025-09,2025-12,True,品类新入榜
divorce in black,110314.0,2,,2025-02,2025-03,False,裸场景词×优质词族
pavoi jewelry for women,110339.0,4,,2025-09,2025-12,True,品类新入榜
fidget ring for kids,110371.0,5,,2025-08,2025-12,True,品类新入榜
prayer plant,110550.0,6,1.2100232707580778,2025-03,2025-09,False,裸场景词×优质词族
faking it with the firefighter,110658.0,1,,2025-06,2025-06,False,裸场景词×优质词族
ring sizers for measuring,110753.0,7,0.8425934508691595,2025-06,2025-12,True,品类新入榜
jewelry dish tray,111133.0,2,,2025-11,2025-12,True,品类新入榜
ziella necklace for my wife love letter,111490.0,2,,2025-11,2025-12,True,品类新入榜
gold plated jewelry,111530.0,6,0.9813801271661887,2025-07,2025-12,True,品类新入榜
tiffany necklace,111922.0,4,,2025-09,2025-12,True,品类新入榜
wedding rings for couples,111968.0,4,,2025-09,2025-12,True,品类新入榜
walking by faith tripping constantly t shirt,112065.0,1,,2025-06,2025-06,False,裸场景词×优质词族
app controlled vibrator long distance,112099.0,2,,2025-11,2025-12,False,裸场景词×优质词族
divorce in the black,112208.0,2,,2025-02,2025-03,False,裸场景词×优质词族
free luma christian bracelet,112698.0,1,,2025-12,2025-12,True,品类新入榜
faith wardrobe,112709.0,1,,2025-09,2025-09,False,裸场景词×优质词族
urn necklaces for ashes for women,112832.0,9,1.293820289473251,2025-01,2025-09,True,Phase5命中×品类
tiffany bracelet,113168.0,4,,2025-09,2025-12,True,品类新入榜
coach earrings for women,113332.0,1,,2025-12,2025-12,True,品类新入榜
friendship necklace for 2,113371.0,10,0.7457998964158729,2025-03,2025-12,True,Phase5命中×品类
mental health awareness,113455.0,2,,2025-04,2025-05,False,裸场景词×优质词族
engagement ring holder,113731.0,8,0.9013122251940394,2025-05,2025-12,True,Phase5命中×品类；品类新入榜
steering wheel charm,114334.0,1,,2025-12,2025-12,True,品类新入榜
helix hoop earring,114566.0,5,,2025-08,2025-12,True,品类新入榜
friendship bracelets bulk,114597.0,9,0.966145849680793,2025-01,2025-10,True,Phase5命中×品类
breast cancer awareness stickers,114617.0,2,,2025-09,2025-10,False,裸场景词×优质词族
christmas nose rings,114808.0,2,,2025-11,2025-12,True,品类新入榜
breast cancer awareness earrings,114842.0,1,,2025-10,2025-10,True,Phase5命中×品类
faith sweatshirts for women,115015.0,4,,2025-09,2025-12,False,裸场景词×优质词族
gold hoops non tarnish,115347.0,9,1.1400394201601969,2025-04,2025-12,True,品类新入榜
kindle page turner ring,115463.0,2,,2025-11,2025-12,True,品类新入榜
girl jewelry,115678.0,2,,2025-11,2025-12,True,品类新入榜
customized necklace,115846.0,2,,2025-11,2025-12,True,品类新入榜
daughter bracelets from mom,115846.0,1,,2025-12,2025-12,True,品类新入榜
earrings for teens,116044.0,2,,2025-11,2025-12,True,品类新入榜
moissanite stud earrings,116164.0,2,,2025-11,2025-12,True,品类新入榜
67 chain,116438.0,3,,2025-10,2025-12,True,品类新入榜
baublebar earrings,116438.0,2,,2025-11,2025-12,True,品类新入榜
prayer journal for women,116609.0,3,,2025-01,2025-12,False,裸场景词×优质词族
"shoe, jewelry & watch accessories",116674.0,1,,2025-12,2025-12,True,品类新入榜
ashes for ash wednesday,117057.0,1,,2025-02,2025-02,False,裸场景词×优质词族
loopdedoo bracelet maker,117379.0,2,,2025-11,2025-12,True,品类新入榜
prayer quilt,117488.0,3,,2025-09,2025-12,False,裸场景词×优质词族
calmi ring magnetic,117675.0,1,,2025-12,2025-12,True,品类新入榜
coach charms for purse,117675.0,1,,2025-12,2025-12,True,品类新入榜
lovense bluetooth viboators women long distance,117781.0,5,,2025-08,2025-12,False,裸场景词×优质词族
friendship blu ray,118035.0,1,,2025-08,2025-08,False,裸场景词×优质词族
name necklace gold,118145.0,4,,2025-09,2025-12,True,品类新入榜
emo jewelry,118153.0,8,0.7192210695993553,2025-05,2025-12,True,品类新入榜
a very merry christmas prayer,118172.0,2,,2025-10,2025-11,False,裸场景词×优质词族
stranger things bracelet,118305.0,1,,2025-12,2025-12,True,品类新入榜
permanent jewelry welder,118407.0,9,0.96170855502184,2025-04,2025-12,True,品类新入榜
breaking4: faith kipyegon vs. the 4-minute mile,118473.0,1,,2025-06,2025-06,False,裸场景词×优质词族
protection bracelet,118644.0,11,0.97645351356035,2025-01,2025-12,True,Phase5命中×品类
hug from heaven ring,118656.0,1,,2025-12,2025-12,True,品类新入榜
christmas bracelets bulk,119283.0,2,,2025-11,2025-12,True,品类新入榜
evil eye bracelet for women,119349.0,2,,2025-01,2025-02,True,Phase5命中×品类
oval engagement rings for women,119381.0,9,1.2458075690375214,2025-01,2025-09,True,Phase5命中×品类
67 necklace,119429.0,2,,2025-11,2025-12,True,品类新入榜
mens engagement rings,119711.0,12,1.1903961053330383,2025-01,2025-12,True,Phase5命中×品类
santa earrings,119762.0,1,,2025-12,2025-12,True,品类新入榜
sterling silver earrings for girls,120048.0,2,,2025-11,2025-12,True,品类新入榜
knot bracelets for women,120134.0,1,,2025-12,2025-12,True,品类新入榜
how to be a saint,120402.0,1,,2025-09,2025-09,False,裸场景词×优质词族
ballerina jewelry box,120469.0,2,,2025-11,2025-12,True,品类新入榜
evil eye keychain,120726.0,11,0.7922912549605565,2025-01,2025-12,False,裸场景词×优质词族
daughter necklace from mom,120745.0,1,,2025-12,2025-12,True,品类新入榜
nana necklace,120783.0,1,,2025-12,2025-12,True,品类新入榜
brighton jewelry,120871.0,1,,2025-12,2025-12,True,品类新入榜
moissanite engagement ring,120997.0,6,0.9858388781698734,2025-01,2025-12,True,Phase5命中×品类
jewelry for girls 4-6,121158.0,1,,2025-12,2025-12,True,品类新入榜
solid gold earrings,121252.0,6,0.9093269758123188,2025-07,2025-12,True,品类新入榜
mini travel jewelry case,121424.0,2,,2025-11,2025-12,True,品类新入榜
saint germain bakery,121462.0,2,,2025-01,2025-02,False,裸场景词×优质词族
baptism candle,122279.0,2,,2025-04,2025-05,False,裸场景词×优质词族
reindeer earrings,122614.0,1,,2025-12,2025-12,True,品类新入榜
jewelry rings,122697.0,6,0.798927099070494,2025-07,2025-12,True,品类新入榜
november birthstone necklace,122757.0,2,,2025-11,2025-12,True,品类新入榜
cat necklace for women,122922.0,1,,2025-12,2025-12,True,品类新入榜
mint and lily bracelets,122978.0,1,,2025-12,2025-12,True,品类新入榜
hug ring for daughter,123170.0,4,,2025-09,2025-12,True,品类新入榜
a 30-day devotional for women: from fear & anxiety to faith and lasting peace in just 10 minutes a d,123180.0,1,,2025-10,2025-10,False,裸场景词×优质词族
turquoise bracelet,123282.0,9,0.9368736716853175,2025-04,2025-12,True,品类新入榜
evil eye beads,123405.0,10,0.8270562329760965,2025-01,2025-10,False,裸场景词×优质词族
friendship bracelets for women,123432.0,5,,2025-01,2025-12,True,Phase5命中×品类
apple watch bracelet band,123432.0,5,,2025-08,2025-12,True,品类新入榜
breast cancer awareness shirts for women,123437.0,1,,2025-10,2025-10,False,裸场景词×优质词族
gold dainty necklace,123497.0,9,1.283428261459181,2025-04,2025-12,True,品类新入榜
snoopy necklace,123684.0,1,,2025-12,2025-12,True,品类新入榜
christmas earrings dangle,123732.0,1,,2025-12,2025-12,True,品类新入榜
gold earrings pack,123864.0,3,,2025-10,2025-12,True,品类新入榜
swift clicks bracelet maker,123920.0,2,,2025-11,2025-12,True,品类新入榜
bag charm chain,124106.0,8,0.9685568936280287,2025-05,2025-12,True,品类新入榜
lego chain reactions,124237.0,2,,2025-11,2025-12,True,品类新入榜
travel jewelry pouch,124342.0,2,,2025-11,2025-12,True,品类新入榜
kendra scott necklace gold,124760.0,2,,2025-11,2025-12,True,品类新入榜
ring canera,124883.0,8,0.881930501110155,2025-05,2025-12,True,品类新入榜
gold pandora bracelet,125186.0,2,,2025-11,2025-12,True,品类新入榜
xmas earrings for women,125694.0,1,,2025-12,2025-12,True,品类新入榜
letter a necklace,125739.0,1,,2025-12,2025-12,True,品类新入榜
sister bracelets for women,125837.0,1,,2025-12,2025-12,True,品类新入榜
ashes necklace,125874.0,11,1.3729623994783742,2025-01,2025-12,True,Phase5命中×品类
billie eilish necklace,126054.0,3,,2025-10,2025-12,True,品类新入榜
graduation memorial tassel charm,126153.0,2,,2025-04,2025-05,True,Phase5命中×品类
womens jewelry box,126248.0,2,,2025-11,2025-12,True,品类新入榜
fidget rings for anxiety,126300.0,7,1.0383378910158074,2025-03,2025-09,True,Phase5命中×品类
bracelets silver,126353.0,6,1.1553120431155577,2025-07,2025-12,True,品类新入榜
christmas light earrings,126618.0,1,,2025-12,2025-12,True,品类新入榜
small gift boxes for jewelry,126618.0,1,,2025-12,2025-12,True,品类新入榜
scroll ring,126946.0,2,,2025-11,2025-12,True,品类新入榜
spiderman necklace,127130.0,1,,2025-12,2025-12,True,品类新入榜
wood jewelry box,127179.0,2,,2025-11,2025-12,True,品类新入榜
elden ring sword,127394.0,1,,2025-12,2025-12,True,品类新入榜
jewelry box modern,127427.0,1,,2025-12,2025-12,True,品类新入榜
prayer,128257.0,9,1.3550088819507993,2025-01,2025-12,False,裸场景词×优质词族
calmi rings for women,128482.0,2,,2025-11,2025-12,True,品类新入榜
christmas jewelry set,128687.0,1,,2025-12,2025-12,True,品类新入榜
large jewelry organizer,128976.0,6,0.8280458162305946,2025-07,2025-12,True,品类新入榜
firefighter costume accessories,128978.0,1,,2025-10,2025-10,False,裸场景词×优质词族
girls earrings hypoallergenic,129106.0,2,,2025-11,2025-12,True,品类新入榜
fine jewelry for women,129144.0,1,,2025-12,2025-12,True,品类新入榜
